ï»¿업체명,주소,전화번호,업종,지역,홈페이지,이메일,플레이스URL,톡톡활성
MTM어학원,충청남도 천안시 서북구 불당동 731 메가클래스블루 302호,041-565-8854,어학원,천안,,,https://m.place.naver.com/place/2017883640,Y
유소라영어학원,"충청남도 천안시 서북구 불당동 729 901, 902호",041-557-0579,어학원,천안,https://blog.naver.com/yuenglish0305,,https://m.place.naver.com/place/1631337640,Y
컬컴 천안점,충청남도 천안시 서북구 불당동 1624 5층 501호,,어학원,천안,https://cheonanculcom.com/,,https://m.place.naver.com/place/1730855782,Y
초초강추토익 어학원,충청남도 천안시 동남구 신부동 966 더샾 빌딩 3층 305호,,어학원,천안,https://blog.naver.com/jjintoeic990,,https://m.place.naver.com/place/1559016924,Y
체인스어학원,"경기도 안산시 단원구 고잔동 775-3 601호, 602호, 603호",031-401-8688,어학원,안산,https://www.chainsenglish.com,,https://m.place.naver.com/place/13322324,Y
안산이지어학원,경기도 안산시 단원구 고잔동 535-1 6층 안산이지어학원,,어학원,안산,https://blog.naver.com/ansaneasy,,https://m.place.naver.com/place/1706768184,Y
컬컴 안산중앙역점,경기도 안산시 단원구 고잔동 534-3 안산중앙노블레스 5층 508호,,어학원,안산,https://www.instagram.com/culcom_suwon_ansan_gangseo/,,https://m.place.naver.com/place/1081998330,Y
리썸영어회화 안산점,경기도 안산시 단원구 고잔동 541-4 월드코아빌딩 4층 408-203호,,어학원,안산,,,https://m.place.naver.com/place/1806798014,Y
보스턴어학원 고잔캠퍼스,경기도 안산시 단원구 고잔동 775-4 대우프라자 6층 보스턴어학원,031-439-8505,어학원,안산,https://blog.naver.com/boston8505a,,https://m.place.naver.com/place/1074956899,Y
오성식영어클럽어학원,제주특별자치도 서귀포시 동홍동 422-1 2층,064-732-0579,어학원,제주,https://ossenglish.creatorlink.net/,,https://m.place.naver.com/place/1145361759,Y
마이클 잉글리쉬 학원,제주특별자치도 제주시 연동 308 3층 마이클 잉글리쉬 학원,064-711-0222,어학원,제주,https://blog.naver.com/michael7110222,,https://m.place.naver.com/place/36946212,Y
HS 영어국어,제주특별자치도 제주시 노형동 2585-1,,어학원,제주,https://blog.naver.com/hskyaca,,https://m.place.naver.com/place/1286466240,Y
두들리어학원,제주특별자치도 서귀포시 대정읍 구억리 1008 1층,064-792-6009,어학원,제주,https://www.instagram.com/doodley_academy,,https://m.place.naver.com/place/1685473856,Y
리드앤톡영어도서관 제주노형센터,제주특별자치도 제주시 노형동 2579-4 제원빌딩 4층 401호,,어학원,제주,https://blog.naver.com/readntalk-readin,,https://m.place.naver.com/place/1325630806,Y
코딩학원,서울특별시 동작구 노량진동 45-3,,코딩학원,서울,http://www.ict-itbank.com,,https://m.place.naver.com/place/1184903594,Y
플레이코딩아카데미 강남대치캠퍼스,서울특별시 강남구 대치동 936-6 그랜드빌딩 7층,02-539-1113,코딩학원,서울,https://blog.naver.com/playcodingacademy,,https://m.place.naver.com/place/690245429,Y
세영AI로봇코딩학원,서울특별시 강북구 미아동 1357-6 4층 402호,,코딩학원,서울,https://www.instagram.com/seyoung_robotcoding,,https://m.place.naver.com/place/2011561285,Y
로봇앤코딩학원,서울특별시 강남구 대치동 920-18 2층 로봇앤코딩,02-6223-7709,코딩학원,서울,https://blog.naver.com/robotncoding_daechi,,https://m.place.naver.com/place/1257100133,Y
CIT AI 코딩학원,서울특별시 강남구 신사동 613-5 캐럴라인타워 2층 206호,,코딩학원,서울,https://blog.naver.com/creativeintelligence,,https://m.place.naver.com/place/450165504,Y
코코스 코딩학원,부산광역시 금정구 구서동 177-1 11층 1101호,,코딩학원,부산,https://blog.naver.com/cocoscode,,https://m.place.naver.com/place/1678105582,Y
코드스튜디오 로봇코딩학원,부산광역시 강서구 명지동 3358-4 4층 403호,051-292-9897,코딩학원,부산,https://blog.naver.com/miraerobot2020,,https://m.place.naver.com/place/1297872765,Y
쉽게 배우는 코딩학원,부산광역시 해운대구 우동 1510 1101~1106호,,코딩학원,부산,http://itbank-mk.co.kr,,https://m.place.naver.com/place/1189470932,Y
큐리어스융합코딩학원,부산광역시 금정구 부곡동 225-6 경남한신상가 12동 201-1호,051-581-4530,코딩학원,부산,https://blog.naver.com/curiouscoding,,https://m.place.naver.com/place/1603578206,Y
코더윙즈 코딩학원,부산광역시 기장군 정관읍 모전리 738-8 금양프라자 8층 802호 코더윙즈코딩학원,,코딩학원,부산,https://coderwings-website.pages.dev/,,https://m.place.naver.com/place/1353670718,Y
코더스아이티 수성코딩학원,대구광역시 수성구 범어동 221-22 손샘빌딩 8층,,코딩학원,대구,https://codersit.co.kr/,,https://m.place.naver.com/place/230386507,Y
해달에듀코딩학원,대구광역시 중구 계산동1가 46 하늘빌딩 4층,,코딩학원,대구,https://edu.haedal.io,,https://m.place.naver.com/place/1624817219,Y
리치AI코딩학원,대구광역시 달서구 유천동 110-3 3층,,코딩학원,대구,http://lychee.kr,,https://m.place.naver.com/place/1831485163,Y
정석코딩학원,대구광역시 달성군 유가읍 봉리 608 5층 501호,,코딩학원,대구,https://blog.naver.com/jungsukcoding,,https://m.place.naver.com/place/1676569201,Y
코더스아이티 달서코딩학원,대구광역시 달서구 대천동 934 6층,,코딩학원,대구,https://codersit.co.kr/,,https://m.place.naver.com/place/1196008719,Y
디랩코딩학원 송도캠퍼스,"인천광역시 연수구 송도동 21-26 카리스프라자 5층 501호, 502호, 503호",032-833-0321,코딩학원,인천,https://blog.naver.com/dlabsongdo,,https://m.place.naver.com/place/1709903067,Y
케이로보틱스 로봇코딩학원,인천광역시 서구 원당동 1041-1 602호,,코딩학원,인천,http://케이로보틱스코딩학원.kr,,https://m.place.naver.com/place/1993590426,Y
뉴메이킹코딩학원 인천루원시티,"인천광역시 서구 가정동 619-4 드림타워 6층 605호, 606호",032-563-2021,코딩학원,인천,https://blog.naver.com/newmaking_coding,,https://m.place.naver.com/place/1436152992,Y
제로투원코딩학원,인천광역시 중구 중산동 1886-20 비전프라자2 5층 508호 제로투원코딩학원,,코딩학원,인천,http://pf.kakao.com/_Kaixaxj,,https://m.place.naver.com/place/1287609623,Y
메이킷코드랩 코딩학원,인천광역시 연수구 송도동 21-14 송도 하이츠 4F 메이킷코드랩 송도센터,032-833-0046,코딩학원,인천,http://makitcodelab.com/,,https://m.place.naver.com/place/677593618,Y
AI랩코딩학원,광주광역시 북구 일곡동 847-4 3층,062-572-7799,코딩학원,광주,https://www.instagram.com/ailabcoding,,https://m.place.naver.com/place/1814008274,Y
디랩코딩학원 광주봉선캠퍼스,광주광역시 남구 봉선동 538 1층 일부호,,코딩학원,광주,,,https://m.place.naver.com/place/1226357003,Y
아이오코딩학원 봉선본점,"광주광역시 남구 봉선동 1080 봉선2차남양휴튼 205동 1층 B110,108호",,코딩학원,광주,https://blog.naver.com/jamduino,,https://m.place.naver.com/place/1317074287,Y
AI랩코딩학원,광주광역시 광산구 수완동 1423 8층 802호,062-572-7799,코딩학원,광주,https://www.instagram.com/ailabcoding/,,https://m.place.naver.com/place/1814008274,Y
애플코딩학원,광주광역시 광산구 수완동 1475 8층 802호,062-961-8866,코딩학원,광주,,,https://m.place.naver.com/place/1541412027,Y
디랩코딩학원 대전관저캠퍼스,대전광역시 서구 관저동 1515 305호,,코딩학원,대전,https://blog.naver.com/boolaneon,,https://m.place.naver.com/place/1638890998,Y
마스터즈코딩학원 도안점,대전광역시 서구 도안동 853 에프엠프라임1차 3층 303호,,코딩학원,대전,http://pf.kakao.com/_xmLEbn,,https://m.place.naver.com/place/1588098812,Y
밸리온코딩학원,대전광역시 중구 목동 23-1 4층 밸리온코딩학원,042-347-1334,코딩학원,대전,https://blog.naver.com/valioncoding,,https://m.place.naver.com/place/1156827649,Y
스마트코딩학원,대전광역시 서구 둔산동 1453 대덕프라자 8층 802호,,코딩학원,대전,,,https://m.place.naver.com/place/1426225039,Y
닥터과학로봇코딩학원,"대전광역시 동구 가오동 644 703호,704호",042-272-5222,코딩학원,대전,,,https://m.place.naver.com/place/1176176304,Y
해요코딩학원,울산광역시 북구 화봉동 1488-1 3층 303호,,코딩학원,울산,https://www.instagram.com/ulsan_coding,,https://m.place.naver.com/place/1890096097,Y
디랩코딩학원 울산캠퍼스,울산광역시 남구 신정동 1910 대공원 코아루 파크베르 2층 202호,,코딩학원,울산,https://www.youtube.com/@dlab_ulsan,,https://m.place.naver.com/place/1117103162,Y
엑스로보 로봇코딩학원,울산광역시 남구 옥동 253-2 4층,052-257-3982,코딩학원,울산,,,https://m.place.naver.com/place/1924891687,Y
플레이스팀로봇코딩학원 야음,울산광역시 남구 야음동 789-94 6층,,코딩학원,울산,,,https://m.place.naver.com/place/1368912296,Y
코드스튜디오코딩학원,울산광역시 북구 화봉동 1506-1 4층 402호,,코딩학원,울산,https://blog.naver.com/cos_ulsan,,https://m.place.naver.com/place/2062826368,Y
플레이코딩학원 광교본점,경기도 수원시 영통구 이의동 1348-3 이루리타워 5층,,코딩학원,수원,https://blog.naver.com/playcodinglab2,,https://m.place.naver.com/place/38549374,Y
메카코딩학원,경기도 수원시 권선구 금곡동 1117-5 에스지프라자 3층,,코딩학원,수원,https://www.instagram.com/mecha_coding/,,https://m.place.naver.com/place/35823205,Y
디랩코딩학원 수원캠퍼스,경기도 수원시 장안구 정자동 878-11 301호,,코딩학원,수원,https://blog.naver.com/suwondlabcoding,,https://m.place.naver.com/place/1449824211,Y
테디 광교 코딩학원,경기도 수원시 영통구 하동 1016-1 6층 테디관 / 수학의아침 초등관,031-307-7205,코딩학원,수원,https://blog.naver.com/swtedi,,https://m.place.naver.com/place/1109722460,Y
메타로봇코딩학원,경기도 수원시 영통구 망포동 378 602호,,코딩학원,수원,https://blog.naver.com/meta2coding,,https://m.place.naver.com/place/1127447093,Y
디랩코딩학원 분당 정자캠퍼스,경기도 성남시 분당구 정자동 8-4 태남프라자 4층 405호,031-719-9301,코딩학원,성남,https://blog.naver.com/dlabcoding,,https://m.place.naver.com/place/1417076537,Y
CiC 로봇코딩학원 위례캠퍼스,경기도 성남시 수정구 창곡동 513-1 7층 704호,,코딩학원,성남,https://cicedu.co.kr,,https://m.place.naver.com/place/2032695630,Y
잼코딩학원 분당서현캠퍼스,경기도 성남시 분당구 서현동 312-3 범한프라자 4층,,코딩학원,성남,https://blog.naver.com/jamduino/224126885708,,https://m.place.naver.com/place/1408871700,Y
디랩코딩학원 판교캠퍼스,경기도 성남시 분당구 운중동 936 KT빌딩 401호,,코딩학원,성남,https://youtube.com/@DLABCoding,,https://m.place.naver.com/place/37221167,Y
CIC로봇코딩학원 분당센터,경기도 성남시 분당구 서현동 89 서현파크플라자 3층,,코딩학원,성남,http://cicedu.co.kr,,https://m.place.naver.com/place/302139061,Y
씨브레인코딩학원,경기도 고양시 일산동구 식사동 1558-10 대아타운 2층 전체,,코딩학원,고양,https://cafe.naver.com/cbrainedu,,https://m.place.naver.com/place/1362213268,Y
플레이소프트 영재코딩학원,경기도 고양시 덕양구 신원동 621-2 601호,,코딩학원,고양,https://band.us/band/94167168,,https://m.place.naver.com/place/1424623316,Y
솔로몬코딩학원,경기도 고양시 덕양구 화정동 983 406호,031-8073-9075,코딩학원,고양,https://blog.naver.com/sofiafam,,https://m.place.naver.com/place/1983821981,Y
에이스코딩학원,경기도 고양시 덕양구 향동동 506 101호,,코딩학원,고양,http://acecodingedu.com,,https://m.place.naver.com/place/1691221235,Y
씨브레인코딩학원 후곡캠퍼스,경기도 고양시 일산서구 일산동 1085 오리온프라자 5층,,코딩학원,고양,https://cafe.naver.com/cbrainedu,,https://m.place.naver.com/place/1581469471,Y
특수목적코딩학원,경기도 용인시 수지구 상현동 1131-7 블루스퀘어 602호,,코딩학원,용인,https://blog.naver.com/tmcoding_gk,,https://m.place.naver.com/place/1727792997,Y
즐거운 코딩 학원,경기도 용인시 수지구 상현동 17-1 304호,031-895-4331,코딩학원,용인,https://www.youtube.com/@fun_fun_coding_2,,https://m.place.naver.com/place/1786140357,Y
인텔 마이티 인공지능 코딩 학원,경기도 용인시 수지구 풍덕천동 714-5 유용빌딩 5층,02-6949-0999,코딩학원,용인,https://blog.naver.com/mait-suji,,https://m.place.naver.com/place/1852162486,Y
메타빌랩 코딩학원,"경기도 용인시 수지구 풍덕천동 193-8 406호, 407호, 408호",,코딩학원,용인,https://metavillab.com,,https://m.place.naver.com/place/2095982035,Y
포투원영재코딩학원,"경기도 용인시 수지구 성복동 819 성복역롯데캐슬클라시엘아파트 상가 내 208,209호",,코딩학원,용인,,,https://m.place.naver.com/place/1759346250,Y
디랩코딩학원 청주캠퍼스,충청북도 청주시 흥덕구 가경동 2256 가경 자이프라자 3층 303호 디랩코딩학원,043-222-2565,코딩학원,청주,https://pf.kakao.com/_crxbbxj,,https://m.place.naver.com/place/1335510205,Y
엠스터디수학코딩학원,충청북도 청주시 흥덕구 송절동 812 4층,,코딩학원,청주,https://blog.naver.com/mst-1600,,https://m.place.naver.com/place/1638259646,Y
코딩학원과외,충청북도 청주시 서원구 수곡동 964 201호,,코딩학원,청주,,,https://m.place.naver.com/place/1857929815,Y
코딩앤플레이 청주용담 AI 코딩학원,충청북도 청주시 상당구 금천동 302 3층 ILS수학학원,,코딩학원,청주,,,https://m.place.naver.com/place/1047447359,Y
코딩앤플레이 청주오송 AI코딩학원,충청북도 청주시 흥덕구 오송읍 봉산리 1004 오케빌딩 604호 605호,,코딩학원,청주,,,https://m.place.naver.com/place/1162775153,Y
문화컴퓨터코딩학원,전북특별자치도 전주시 덕진구 송천동1가 97-6 2층 204호,063-255-3638,코딩학원,전주,,,https://m.place.naver.com/place/1795830631,Y
세라컴퓨터코딩학원,전북특별자치도 전주시 덕진구 우아동3가 749-63,063-241-1126,코딩학원,전주,https://blog.naver.com/sera_com,,https://m.place.naver.com/place/17075448,Y
영재컴퓨터코딩학원,전북특별자치도 전주시 덕진구 덕진동1가 1267-13 3F,,코딩학원,전주,https://blog.naver.com/snrnehahffj,,https://m.place.naver.com/place/1905763984,Y
민컴퓨터학원,전북특별자치도 전주시 완산구 서신동 797-2 5층,02-6927-3303,코딩학원,전주,https://blog.naver.com/mincom01,,https://m.place.naver.com/place/1037618938,Y
펜타곤학원,전북특별자치도 전주시 덕진구 인후동1가 755-10 4층,031-912-9955,코딩학원,전주,,,https://m.place.naver.com/place/1197229180,Y
