업체명,업종,주소,전화번호,톡톡URL,톡톡ID,플레이스URL
희온포레,웨딩홀,경기도 화성시 효행구 정남면 보통리 586-3,,http://talk.naver.com/w4r6ek?frm=mnmb&frm=nmb_detail#nafullscreen,w4r6ek,https://m.place.naver.com/place/1790915705
민앤정의원,피부과,서울특별시 종로구 청진동 128 타워8 본관 2층 203호,023333901 / 02-576-1114 / 0319751275,http://talk.naver.com/w8guur5?frm=mnmb&frm=nmb_detail#nafullscreen,w8guur5,https://m.place.naver.com/place/1286224244
래인의원,피부과,서울특별시 종로구 공평동 144 2층 205  206호,02-6272-4194 / 02-6272-4195,http://talk.naver.com/w5vdmu?frm=mnmb&frm=nmb_detail#nafullscreen,w5vdmu,https://m.place.naver.com/place/1044139006
뮤직플러스음악학원,피아노학원,충청북도 청주시 서원구 분평동 1200-2 3층,,http://talk.naver.com/w5y9l1?frm=mnmb&frm=nmb_detail#nafullscreen,w5y9l1,https://m.place.naver.com/place/1665616990
메종드다이아 범계점,네일샵,경기도 안양시 동안구 호계동 1042 5층 506호 메종드다이아 범계점,,http://talk.naver.com/wcs2nk?frm=mnmb&frm=nmb_detail#nafullscreen,wcs2nk,https://m.place.naver.com/place/234577199
쿠잉웨딩,웨딩플래너,부산광역시 부산진구 전포동 690-4 현대오피스텔 1105호,,http://talk.naver.com/wc9mfl?frm=mnmb&frm=nmb_detail#nafullscreen,wc9mfl,https://m.place.naver.com/place/37489544
짐플릭스 수완점,PT,광주광역시 광산구 수완동 1424 8층,,http://talk.naver.com/wkfba0h?frm=mnmb&frm=nmb_detail#nafullscreen,wkfba0h,https://m.place.naver.com/place/1999324427
짐플릭스 충장점,PT,광주광역시 동구 수기동 33 2층,,http://talk.naver.com/wkfba0h?frm=mnmb&frm=nmb_detail#nafullscreen,wkfba0h,https://m.place.naver.com/place/2007239115
더메이호텔,호텔,전북특별자치도 전주시 덕진구 팔복동1가 333-1,,http://talk.naver.com/w5wyma?frm=mnmb&frm=nmb_detail#nafullscreen,w5wyma,https://m.place.naver.com/place/1256069187
글로스터호텔 전주,호텔,전북특별자치도 전주시 완산구 고사동 1-2 글로스터호텔 전주,,http://talk.naver.com/w5x9xa?frm=mnmb&frm=nmb_detail#nafullscreen,w5x9xa,https://m.place.naver.com/place/1786169135
수림원 독서실,독서실,경기도 의정부시 금오동 471-4 현대프라자 4층 수림원독서실,,http://talk.naver.com/w7z15ez?frm=mnmb&frm=nmb_detail#nafullscreen,w7z15ez,https://m.place.naver.com/place/32565658
더공인번역행정사사무소,번역사무소,인천광역시 서구 청라동 157-1 더스페이스타워 4층 클로버라운지,,http://talk.naver.com/w4gxgm?frm=mnmb&frm=nmb_detail#nafullscreen,w4gxgm,https://m.place.naver.com/place/1357615666
문앤김행정사사무소,번역사무소,인천광역시 서구 당하동 1235-2 KR 법조타워 8층 806호,05623384375,http://talk.naver.com/w5xam7?frm=mnmb&frm=nmb_detail#nafullscreen,w5xam7,https://m.place.naver.com/place/1420812041
꽃다운 플라워벤처컴퍼니,꽃집,경기도 남양주시 별내동 966-5 1층,,http://talk.naver.com/wc18vz?frm=mnmb&frm=nmb_detail#nafullscreen,wc18vz,https://m.place.naver.com/place/1260063500
호텔그라체 탄현점,호텔,경기도 고양시 일산서구 탄현동 1575-4 지하1층~7층,,http://talk.naver.com/wgak1y2?frm=mnmb&frm=nmb_detail#nafullscreen,wgak1y2,https://m.place.naver.com/place/1432717168
스타네일,네일샵,서울특별시 중랑구 망우동 584 B동 2층 229호 신내역 프라디움 더 테라스,,http://talk.naver.com/w5zx5c?frm=mnmb&frm=nmb_detail#nafullscreen,w5zx5c,https://m.place.naver.com/place/1482950224
김혁 세무회계사무소,세무사,경기도 고양시 일산동구 장항동 864-1 로얄프라자3 401호,,http://talk.naver.com/wxueezl?frm=mnmb&frm=nmb_detail#nafullscreen,wxueezl,https://m.place.naver.com/place/1626210163
단지내파크자이공인중개사사무소,분양사무소,서울특별시 동대문구 이문동 149-8 근린상가D동 102호,,http://talk.naver.com/wy76grr?frm=mnmb&frm=nmb_detail#nafullscreen,wy76grr,https://m.place.naver.com/place/1834938692
애플산부인과의원 왕십리,산부인과,서울특별시 성동구 행당동 286-5 한동타워 10층,0222986200 / 0222986200 / 02-543-8805,http://talk.naver.com/w4g8vr?frm=mnmb&frm=nmb_detail#nafullscreen,w4g8vr,https://m.place.naver.com/place/1953168848
금호퀸산부인과의원,산부인과,서울특별시 성동구 금호동4가 559 6층,,http://talk.naver.com/w5u3gf?frm=mnmb&frm=nmb_detail#nafullscreen,w5u3gf,https://m.place.naver.com/place/1263174373
피어라산부인과의원,산부인과,서울특별시 성동구 성수동2가 300-1 삼진빌딩 4층 401호,024988777,http://talk.naver.com/w5ycrd?frm=mnmb&frm=nmb_detail#nafullscreen,w5ycrd,https://m.place.naver.com/place/1533601218
좋은일자리,인력사무소,울산광역시 남구 신정동 1233-8 로타리빌딩 3~5층,,http://talk.naver.com/wh9liri?frm=mnmb&frm=nmb_detail#nafullscreen,wh9liri,https://m.place.naver.com/place/19936145
쉼표뮤직아카데미실용음악학원,음악학원,서울특별시 금천구 시흥동 826-4 2층 쉼표뮤직아카데미실용음악학원,,http://talk.naver.com/w40ltd?frm=mnmb&frm=nmb_detail#nafullscreen,w40ltd,https://m.place.naver.com/place/1120513277
미라클마취통증의학과의원,통증의학과,인천광역시 연수구 송도동 168-2 오네스타 5층,,http://talk.naver.com/wifgyp0?frm=mnmb&frm=nmb_detail#nafullscreen,wifgyp0,https://m.place.naver.com/place/1326659153
더매직뷰티하우스,웨딩드레스,경기도 광명시 광명동 281-19 102호,,http://talk.naver.com/wc1tp1?frm=mnmb&frm=nmb_detail#nafullscreen,wc1tp1,https://m.place.naver.com/place/1236712364
아젤란리조트,리조트,울산광역시 울주군 상북면 덕현리 370-7,,http://talk.naver.com/w5t1gj?frm=mnmb&frm=nmb_detail#nafullscreen,w5t1gj,https://m.place.naver.com/place/37630411
서서울법무사사무소,법무사,서울특별시 은평구 녹번동 117-96 3층,023897775 / 023897775 / 023897775 / 02-389-7776,http://talk.naver.com/w5yw76?frm=mnmb&frm=nmb_detail#nafullscreen,w5yw76,https://m.place.naver.com/place/1769712480
노원 이르키움독학재수학원,입시학원,서울특별시 도봉구 창동 16 제일빌딩 7층 이르키움학원,,http://talk.naver.com/w46d4j?frm=mnmb&frm=nmb_detail#nafullscreen,w46d4j,https://m.place.naver.com/place/36214995
부천청담네오플란트치과의원,치과,경기도 부천시 원미구 중동 1122-1,070-4324-1398,http://talk.naver.com/w4o1ls?frm=mnmb&frm=nmb_detail#nafullscreen,w4o1ls,https://m.place.naver.com/place/482436895
기탄사고력교실 은행푸르지오3차교실,코딩학원,경기도 시흥시 은행동 550 대우푸르지오 3차 310동,0269111854,http://talk.naver.com/w47fhj?frm=mnmb&frm=nmb_detail#nafullscreen,w47fhj,https://m.place.naver.com/place/1378293988
그린컴퓨터아카데미 부산서면점,코딩학원,부산광역시 부산진구 부전동 194-7 한준빌딩 2층,0519121000,http://talk.naver.com/wfs7eg6?frm=mnmb&frm=nmb_detail#nafullscreen,wfs7eg6,https://m.place.naver.com/place/11578164
아이메리츠호텔,모텔,경기도 김포시 대곶면 약암리 1355,0319814482 / 0319814482,http://talk.naver.com/w5uwim?frm=mnmb&frm=nmb_detail#nafullscreen,w5uwim,https://m.place.naver.com/place/31197483
온에스테틱 부천점,에스테틱,경기도 부천시 원미구 상동 544-9 5층,,http://talk.naver.com/w4dg5h?frm=mnmb&frm=nmb_detail#nafullscreen,w4dg5h,https://m.place.naver.com/place/1889674046
팔당족발&amp;닭발 잠실점,도시락,서울특별시 송파구 잠실동 234-5 1층,050714054686 / 050714054686,http://talk.naver.com/w5x9xl?frm=mnmb&frm=nmb_detail#nafullscreen,w5x9xl,https://m.place.naver.com/place/1393802812
코앤핑이비인후과의원,이비인후과,부산광역시 남구 대연동 290-6 2층,051.946.1000 / 051.946.1000 / 051.946.1000 / 0552337893 / 051-946-1002,http://talk.naver.com/w443v1?frm=mnmb&frm=nmb_detail#nafullscreen,w443v1,https://m.place.naver.com/place/1440050296
커튼명장 성북점,인테리어,서울특별시 성북구 정릉동 298-4 2층 272호,,http://talk.naver.com/w5yams?frm=mnmb&frm=nmb_detail#nafullscreen,w5yams,https://m.place.naver.com/place/1666063092
사진관 소회모먼트 용산점,사진관,서울특별시 용산구 한강로3가 40-605 B1호,01076836373 / 01076836373,http://talk.naver.com/w4h5x1?frm=mnmb&frm=nmb_detail#nafullscreen,w4h5x1,https://m.place.naver.com/place/1217112507
바른이치 치과의원 대전,치과,대전광역시 서구 둔산동 1501 3층 302호,050714188228 / 050714188228 / 050714188228 / 05119119119,http://talk.naver.com/w429n8?frm=mnmb&frm=nmb_detail#nafullscreen,w429n8,https://m.place.naver.com/place/1012905059
일리노이치과의원,치과,대전광역시 서구 둔산동 1071 소레드빌딩 8층,0424712824 / 0424712824,http://talk.naver.com/wkm713w?frm=mnmb&frm=nmb_detail#nafullscreen,wkm713w,https://m.place.naver.com/place/13054609
로저스나인 대구수성점,골프연습장,대구광역시 수성구 두산동 12-2 2층  3층,,http://talk.naver.com/w4hst4?frm=mnmb&frm=nmb_detail#nafullscreen,w4hst4,https://m.place.naver.com/place/1651700335
경희배흘림한의원 구로디지털점,한의원,서울특별시 구로구 구로동 197-5 삼성IT밸리 202호,,http://talk.naver.com/wc2rkp?frm=mnmb&frm=nmb_detail#nafullscreen,wc2rkp,https://m.place.naver.com/place/13415728
웰킨두피탈모센터 울산삼산점,두피관리,울산광역시 남구 삼산동 1522-5 5층,,http://talk.naver.com/w48668?frm=mnmb&frm=nmb_detail#nafullscreen,w48668,https://m.place.naver.com/place/12973772
주뷰티,왁싱,충청북도 청주시 상당구 용암동 3155 용천타워 402호 주뷰티,,http://talk.naver.com/w46ug8?frm=mnmb&frm=nmb_detail#nafullscreen,w46ug8,https://m.place.naver.com/place/1137693660
아메리카요가 홍대점,요가,서울특별시 마포구 동교동 165-1 미래프라자 12층,,http://talk.naver.com/wv4ntsw?frm=mnmb&frm=nmb_detail#nafullscreen,wv4ntsw,https://m.place.naver.com/place/1830112517
닥터모다르 파주운정점,두피관리,경기도 파주시 목동동 947-1 혜인프라자 402호,,http://talk.naver.com/w4ozlr?frm=mnmb&frm=nmb_detail#nafullscreen,w4ozlr,https://m.place.naver.com/place/1120677234
우주 세무회계,세무사,서울특별시 동대문구 전농동 620-47 롯데캐슬스카이 엘65 오피스동 1326호,,http://talk.naver.com/wwwg7a3?frm=mnmb&frm=nmb_detail#nafullscreen,wwwg7a3,https://m.place.naver.com/place/2028548936
독학재수학원 수만휘스파르타 인천주안,입시학원,인천광역시 미추홀구 주안동 130-3 3층,0324321022 / 0328331022,http://talk.naver.com/wmrt9q9?frm=mnmb&frm=nmb_detail#nafullscreen,wmrt9q9,https://m.place.naver.com/place/2059912558
세무법인 대양 중앙지점,세무사,경기도 안산시 단원구 고잔동 518 116  117호,01090354462,http://talk.naver.com/wyyrk0c?frm=mnmb&frm=nmb_detail#nafullscreen,wyyrk0c,https://m.place.naver.com/place/1526559538
수완탑이비인후과의원,이비인후과,광주광역시 광산구 수완동 953 4층,,http://talk.naver.com/w4dc48?frm=mnmb&frm=nmb_detail#nafullscreen,w4dc48,https://m.place.naver.com/place/1125200984
더바디스 검단마사지 검단신도시점,에스테틱,인천광역시 서구 원당동 1030-6 국제프라자1차 201호  202호,0325647790 / 0325647790,http://talk.naver.com/w40vl0?frm=mnmb&frm=nmb_detail#nafullscreen,w40vl0,https://m.place.naver.com/place/1940685435
법무사사무소 해솔,법무사,서울특별시 노원구 공릉동 617-18 천호빌딩 503호,,http://talk.naver.com/w49w36?frm=mnmb&frm=nmb_detail#nafullscreen,w49w36,https://m.place.naver.com/place/1334183062
고매마루,도시락,경기도 용인시 기흥구 고매동 384-8 2층 고매마루,,http://talk.naver.com/w4o252?frm=mnmb&frm=nmb_detail#nafullscreen,w4o252,https://m.place.naver.com/place/1804155479
전원공인중개사사무소,분양사무소,경기도 시흥시 배곧동 294-1 1층 139호,,http://talk.naver.com/wce5v2?frm=mnmb&frm=nmb_detail#nafullscreen,wce5v2,https://m.place.naver.com/place/65973021
안양에어컨청소 크리크린,에어컨청소,경기도 안양시 동안구 관양동 1505-4 7층 702-나87호,024001252,http://talk.naver.com/w4kzvn?frm=mnmb&frm=nmb_detail#nafullscreen,w4kzvn,https://m.place.naver.com/place/1528345268
문동언 마취통증의학과의원,통증의학과,서울특별시 강남구 역삼동 668 지하2층  지하1층  6층,025357500 / 025357500 / 025357500 / 025357500,http://talk.naver.com/w5vxqa?frm=mnmb&frm=nmb_detail#nafullscreen,w5vxqa,https://m.place.naver.com/place/34556639
블랙인스칼프SMP 대구본점,두피관리,대구광역시 달서구 장기동 26-29 1층 101호,,http://talk.naver.com/w4kflh?frm=mnmb&frm=nmb_detail#nafullscreen,w4kflh,https://m.place.naver.com/place/1603685341
롯데몰 은평점,수영장,서울특별시 은평구 진관동 63,,http://talk.naver.com/w4tnqm?frm=mnmb&frm=nmb_detail#nafullscreen,w4tnqm,https://m.place.naver.com/place/574121321
원어민영어회화 온라인영어회화과외 1대1대면수업 성인영어회화,성인영어,서울특별시 중구 충정로1가,,http://talk.naver.com/w2hvorl?frm=mnmb&frm=nmb_detail#nafullscreen,w2hvorl,https://m.place.naver.com/place/2002811830
인더핑크의원 스타필드 고양,내과,경기도 고양시 덕양구 동산동 370 스타필드 고양 4층 4201호,,http://talk.naver.com/w4sfg4?frm=mnmb&frm=nmb_detail#nafullscreen,w4sfg4,https://m.place.naver.com/place/1607068967
뉴잉글리쉬 원어민 영어회화,성인영어,대구광역시 수성구 범어동 2257 1,,http://talk.naver.com/w5zcp3?frm=mnmb&frm=nmb_detail#nafullscreen,w5zcp3,https://m.place.naver.com/place/1749184672
공덕마디탄탄의원 마포공덕본점,정형외과,서울특별시 마포구 공덕동 456 르네상스타워 2층,,http://talk.naver.com/w5umoq?frm=mnmb&frm=nmb_detail#nafullscreen,w5umoq,https://m.place.naver.com/place/1733635396
케이스타 실용음악학원,음악학원,서울특별시 종로구 명륜4가 29-1 5층,,http://talk.naver.com/w4m0yu?frm=mnmb&frm=nmb_detail#nafullscreen,w4m0yu,https://m.place.naver.com/place/33252033
디아트의원 청주,피부과,충청북도 청주시 상당구 북문로1가 41-14 2층,,http://talk.naver.com/w4a2dc?frm=mnmb&frm=nmb_detail#nafullscreen,w4a2dc,https://m.place.naver.com/place/36912416
불광 포레스타호텔,호텔,서울특별시 은평구 대조동 15-132 불광 포레스타호텔,,http://talk.naver.com/w5uv66?frm=mnmb&frm=nmb_detail#nafullscreen,w5uv66,https://m.place.naver.com/place/1803534909
비비드헤어,탈모클리닉,경기도 안산시 상록구 본오동 871-2 1층 105호,,http://talk.naver.com/w5zpt1?frm=mnmb&frm=nmb_detail#nafullscreen,w5zpt1,https://m.place.naver.com/place/1665902176
서울열린치과의원 이수역점,치과,서울특별시 동작구 사당동 147-100 1층  2층,02-6242-2828,http://talk.naver.com/w5zgin?frm=mnmb&frm=nmb_detail#nafullscreen,w5zgin,https://m.place.naver.com/place/1729766125
베일리수 창원점,스튜디오,경상남도 창원시 성산구 내동 456-14 동우상가 4층,055-282-4779,http://talk.naver.com/w46jeu?frm=mnmb&frm=nmb_detail#nafullscreen,w46jeu,https://m.place.naver.com/place/1877208959
더트리니 어반스위트,호텔,경기도 용인시 처인구 역북동 370-13,031.336.3010,http://talk.naver.com/w5y213?frm=mnmb&frm=nmb_detail#nafullscreen,w5y213,https://m.place.naver.com/place/1810171206
애플산부인과의원 명동,산부인과,서울특별시 중구 을지로2가 199-22 기랑에셋빌딩 4층,02-530-8500 / 02-393-3060 / 02-886-8622 / 032-330-8870 / 031-568-5100,http://talk.naver.com/wuvuxig?frm=mnmb&frm=nmb_detail#nafullscreen,wuvuxig,https://m.place.naver.com/place/1242112509
새움병원,정형외과,서울특별시 금천구 독산동 150-7,,http://talk.naver.com/wc56fu?frm=mnmb&frm=nmb_detail#nafullscreen,wc56fu,https://m.place.naver.com/place/13554953
웨일로 서울김포공항점,펜션,서울특별시 강서구 화곡동 982-15 웨일로 서울김포공항점,,https://talk.naver.com/profile/wnbrla2,wnbrla2,https://m.place.naver.com/place/1402686623
홈즈앤루팡 보드게임카페 이대점,애견카페,서울특별시 서대문구 대현동 56-122 지하 1층 2층,,http://talk.naver.com/w5vdy2?frm=mnmb&frm=nmb_detail#nafullscreen,w5vdy2,https://m.place.naver.com/place/1050037156
탈모케어존 부산동래점,탈모클리닉,부산광역시 동래구 명륜동 533-218 대이빌딩 4층,,http://talk.naver.com/w4rbms?frm=mnmb&frm=nmb_detail#nafullscreen,w4rbms,https://m.place.naver.com/place/1968388085
온페리아,에스테틱,경기도 안양시 동안구 관양동 1122-5 청용빌딩 가동 1002호,,http://talk.naver.com/w4ky0f?frm=mnmb&frm=nmb_detail#nafullscreen,w4ky0f,https://m.place.naver.com/place/1735662106
탑힐스테이트공인중개사사무소,상가분양,경상북도 포항시 북구 양덕동 2249 A02동 101호(힐스테이트 2단지),,http://talk.naver.com/w4hrhj?frm=mnmb&frm=nmb_detail#nafullscreen,w4hrhj,https://m.place.naver.com/place/1295171666
그린램프라이브러리 관리형독서실 중계캠퍼스,독서실,서울특별시 노원구 중계동 359-10 영광프라자 8층,,http://talk.naver.com/w4ysqc?frm=mnmb&frm=nmb_detail#nafullscreen,w4ysqc,https://m.place.naver.com/place/1990303270
타이어뱅크 부평점,타이어,인천광역시 부평구 청천동 302-80 타이어뱅크 부평점,,http://talk.naver.com/wqh2v5f?frm=mnmb&frm=nmb_detail#nafullscreen,wqh2v5f,https://m.place.naver.com/place/16526950
