업체명,업종,주소,이메일,톡톡,홈페이지
호텔223,모텔,경상북도 포항시 남구 구룡포읍 구룡포리 223-84,uuu8276@naver.com,O,https://linktr.ee/hotel223_official
이데아호텔,모텔,경상북도 포항시 북구 죽도동 156-43 이데아호텔,ideahotel@naver.com,X,https://booking.naver.com/booking/3/bizes/537022
호텔 아라,모텔,경상남도 창원시 마산회원구 내서읍 삼계리 31-8 구 잉카모텔,arakim1004@naver.com,미확인,https://booking.naver.com/booking/3/bizes/1348613
제이엠푸드,단체급식,경기도 남양주시 오남읍 오남리 663-1 1층,jmfoodchk@naver.com,미확인,https://www.jmfoodcatering.co.kr
헤비스테이크,프랜차이즈본사,서울특별시 중랑구 신내동 821-2 비205호,yesolhong@naver.com,미확인,http://www.heavysteak.co.kr
경기중앙역공인중개사사무소,분양대행,경기도 안산시 단원구 고잔동 729-3 천혜로데오프라자 105호,cby591129@naver.com,미확인,https://경기중앙역공인중개사.com/
GW컴퍼니,분양대행,경기도 안산시 단원구 고잔동 729-8 201호,GWCP20@naver.com,미확인,http://gwcompany.co.kr
베러미의원 잠실,피부과,서울특별시 송파구 잠실동 181-9 5층,hyunjungc91@gmail.com,미확인,https://jamsil.bettermeclinic.co.kr/
온쉼 안양점,모텔,경기도 안양시 만안구 안양동 676-161,hotelonshim@naver.com,X,https://booking.naver.com/booking/3/bizes/1516015
티아이피재활의학과의원,재활의학과,서울특별시 용산구 이촌동 302-88 샘물빌딩 3층,tipclinic@naver.com,미확인,http://tipclinic.co.kr/
서울365소아청소년과의원,소아과,경기도 하남시 망월동 1079 우성르보아파크 4층 407-409호,dlgudwls80@naver.com,미확인,http://www.seoul365ped.co.kr/
동거동락 연대이대29호점,부동산,서울특별시 서대문구 신촌동 1-18,help@dgdr.co.kr,X,https://www.dgdr.co.kr/#/houseView/37
동거동락 연대이대29호점,부동산,서울특별시 서대문구 신촌동 1-18,interior@dgdr.co.kr,X,https://www.dgdr.co.kr/#/houseView/37
동거동락 연대이대29호점,부동산,서울특별시 서대문구 신촌동 1-18,contact@dgdr.co.kr,X,https://www.dgdr.co.kr/#/houseView/37
보담디자인,사무실인테리어,서울특별시 송파구 가락동 115-8,bodamdesign@bodamdesign.com,X,http://www.bodamdesign.com/
보담디자인,사무실인테리어,서울특별시 송파구 가락동 115-8,design@imotto.kr,X,http://www.bodamdesign.com/
종로시니어클럽,인력사무소,서울특별시 종로구 숭인동 546 마을회관,jongrosc@hanmail.net,미확인,https://jsc.seoul.kr/
종로시니어클럽,인력사무소,서울특별시 종로구 숭인동 546 마을회관,sgwc@hanmail.net,미확인,https://jsc.seoul.kr/
명석보습학원 뚝섬캠퍼스,수학학원,서울특별시 성동구 성수동1가 14-31 4층,mshw12@naver.com,미확인,http://www.mshw.kr
명석보습학원 뚝섬캠퍼스,수학학원,서울특별시 성동구 성수동1가 14-31 4층,mahakwon12@gmail.com,미확인,http://www.mshw.kr
사단법인 집단급식조리협회,단체급식,서울특별시 금천구 가산동 543-1 B동 2709호,thwjd1295@nate.com,미확인,http://www.wacskorea.com
사단법인 집단급식조리협회,단체급식,서울특별시 금천구 가산동 543-1 B동 2709호,kcf90@naver.com,미확인,http://www.wacskorea.com
픽클리닝,에어컨청소,서울특별시 강동구 길동 413-5 902호,thd3927@naver.com,미확인,https://keywordco.my.canva.site/pick-cleaning
사이언스디자인,사무실인테리어,대전광역시 유성구 관평동 940 디티비안에스A동 104호,sdg1727@naver.com,미확인,http://www.사이언스디자인.com
주방친구들,인력사무소,경기도 고양시 일산동구 백석동 1335 4층 420호,diningfriends@naver.com,미확인,https://www.diningfriends.co.kr/
제이에스지,단체급식,충청남도 천안시 서북구 직산읍 남산리 249-22,songsa@jsgf.com,미확인,http://www.jsgf.com/
제이에스지,단체급식,충청남도 천안시 서북구 직산읍 남산리 249-22,thanku21c@naver.com,미확인,http://www.jsgf.com/
한올푸드,단체급식,충청남도 천안시 서북구 차암동 341-1,na0ju76@naver.com,미확인,http://www.hanolfood.com/
머큐어 서울 마곡,호텔,서울특별시 강서구 마곡동 767,hc0g5@accor.com,미확인,https://www.homehmc.com/ko/mercure-seoul-magok/
더리센츠동대문호텔,호텔,서울특별시 동대문구 장안동 415-15,recenzhotel1@gmail.com,미확인,http://therecenzhotel.com
세무법인 글로비 경남지사,세무사,울산광역시 남구 삼산동 178-5 2층,globeetax@naver.com,미확인,https://globeetax.com
공유오피스 코앤코워크 비상주사무실,부동산,경기도 시흥시 능곡동 898-5 7층 710 ~ 713호,concowork@concowork.com,미확인,https://concowork.com/
오늘공인중개사사무소,부동산중개,서울특별시 도봉구 도봉동 30-1 상가1동 224호,punkfreax@naver.com,미확인,https://booking.naver.com/booking/5/bizes/1212527
노무법인 소리,노무사,충청북도 청주시 서원구 분평동 1425 105호 노무법인 소리,llfsori@naver.com,O,https://llfsori.com
프라임비뇨기과 광명점,비뇨기과,경기도 광명시 광명동 158-81 현대아이타워,information@derm.co.kr,미확인,http://www.uroprime.co.kr/
라뉘호텔,모텔,서울특별시 마포구 노고산동 106-15,hotellanuit@naver.com,X,https://booking.naver.com/booking/3/bizes/535613
에스호텔,모텔,서울특별시 마포구 노고산동 109-154,shotel128@naver.com,미확인,https://booking.naver.com/booking/3/bizes/482250
최우수정형외과의원,정형외과,제주특별자치도 제주시 아라일동 2568 3층,thebestos1@naver.com,미확인,http://thebestos.co.kr/
소파279 파주운정점,상가인테리어,경기도 파주시 야당동 158-82 소파279 파주운정점,dlclfrn312@naver.com,X,https://www.sofa279.co.kr/
마메종,상가인테리어,경기도 파주시 야당동 158-46 1층 마메종,unfold7@naver.com,미확인,https://mamaison.kr
마메종,상가인테리어,경기도 파주시 야당동 158-46 1층 마메종,bardkallas@naver.com,미확인,https://mamaison.kr
웨스턴베니비스 영등포,웨딩업체,서울특별시 영등포구 당산동3가 393,tcbp@jw-g.com,X,https://ydp.thebennevis.co.kr/
웨스턴베니비스 영등포,웨딩업체,서울특별시 영등포구 당산동3가 393,wbydp@jw-g.com,X,https://ydp.thebennevis.co.kr/
맨션브릿지호텔,호텔,충청남도 천안시 서북구 성정동 1365 맨션브릿지호텔,gmrtjr2025@naver.com,O,https://booking.naver.com/booking/3/bizes/1593895
슬로우펫,장례식장,경기도 광명시 일직동 501-4 7층 729호,slow-pet@naver.com,미확인,http://www.slowpet.kr/
이정그룹,프랜차이즈본사,서울특별시 양천구 목동 917-9 현대41타워,info@dduksim.co.kr,미확인,https://www.leejung-group.co.kr
런치플러스,케이터링,서울특별시 동대문구 답십리동 498-7 1층 101호  102호  103호  104호  105호,woorifood_lunchplus@naver.com,미확인,http://lunchplus.co.kr
햇살드림푸드서비스,단체급식,경기도 수원시 권선구 세류동 1100-4 광동빌딩 3층,mamma0807@naver.com,미확인,http://www.sundreamfood.com/
라미에스 대구점,상가인테리어,대구광역시 달서구 본리동 400-2 트로스홈 4층 라미에스가구 대구점,ramiesbed@naver.com,미확인,http://www.ramiesbed.com/
라벨라하와이,웨딩플래너,서울특별시 중구 무교동 19 체육회관 402호,Jennifer@labellahawaii.com,미확인,http://www.labellahawaii.com/
판크로스,프랜차이즈본사,경기도 성남시 분당구 판교동 618-5 103 B01호,pancross9791@pancross.co.kr,미확인,https://www.pancross.co.kr/
예원노무법인,노무사,서울특별시 구로구 구로동 222-3 1507호  1508호,swnwriter@gmail.com,미확인,http://www.sphr.co.kr
예원노무법인,노무사,서울특별시 구로구 구로동 222-3 1507호  1508호,mynomu@hanmail.net,미확인,http://www.sphr.co.kr
예원노무법인,노무사,서울특별시 구로구 구로동 222-3 1507호  1508호,cplakwk@naver.com,미확인,http://www.sphr.co.kr
요가 엘,요가,부산광역시 해운대구 중동 1768-5 6층 602 3호,yogal_jungdong@naver.com,O,https://booking.naver.com/booking/5/bizes/435679
남정형외과의원,정형외과,서울특별시 중랑구 망우동 410-1 상아빌딩2층,dr_orthonam@naver.com,미확인,https://www.doctornam.com
연세온아치과병원 용인점,치과,경기도 용인시 기흥구 마북동 360-9 206호,ysonaap@naver.com,미확인,https://www.yonseiona.com/
이과수비뇨기과의원,비뇨기과,서울특별시 금천구 시흥동 994-9 6층 601호  602호  603호,moonturks@naver.com,미확인,http://booking.naver.com/booking/13/bizes/862127
에이봄의원,피부과,경기도 하남시 학암동 647-2 경서타워1 304-308호,springdayclinic16@naver.com,미확인,https://booking.naver.com/booking/13/bizes/1203839
급매물부평부동산공인중개사사무소,부동산중개,인천광역시 부평구 부평동 159-1 111-1호,dmsrldyd@naver.com,미확인,https://booking.naver.com/booking/6/bizes/1075693
코더윙즈 코딩학원,코딩학원,부산광역시 기장군 정관읍 모전리 738-8 금양프라자 8층 802호 코더윙즈코딩학원,coderwings24@gmail.com,미확인,https://coderwings-website.pages.dev/
경희실용음악학원,음악학원,경기도 부천시 원미구 심곡동 349-6 3층 경희실용음악학원,khmusic80@hanmail.net,미확인,http://www.khmusic.co.kr/
박승철헤어스투디오 염창역점,스튜디오,서울특별시 양천구 목동 515-1,duackd8282@naver.com,O,https://booking.naver.com/booking/13/bizes/77335
다온하우징,분양대행,경기도 안양시 동안구 비산동 1112-1 716호,daonhsg@naver.com,미확인,https://다온하우징.com
24시포인트동물의료센터,동물병원,인천광역시 미추홀구 용현동 577-42 24시 포인트동물의료센터,pointamc@naver.com,O,http://pointamc.com/
채움기업,인력사무소,충청남도 천안시 서북구 두정동 1498 502-3호,chaeuem@naver.com,미확인,http://www.chaeuem.com/
교육다움,프랜차이즈본사,서울특별시 서초구 잠원동 46-10 신영빌딩 2층 교육다움,acc.yujeong@edudw.co.kr,미확인,http://www.jongromschool.co.kr/
경희오늘한의원,한의원,서울특별시 노원구 상계동 749-4 4층 경희오늘한의원,seongho0717@naver.com,미확인,https://oneul.quv.kr/
최씨고집한의원,한의원,충청북도 청주시 청원구 주성동 348 4층,choigojeep@naver.com,미확인,https://booking.naver.com/booking/13/bizes/1030451
랄라키즈아트미술학원,미술학원,서울특별시 중구 신당동 373-4 2층,lallartlab@gmail.com,미확인,https://www.lallakidsart.com
페인팅룸키즈,미술학원,서울특별시 중구 신당동 340-161,painting-room@naver.com,X,https://paintingroomkids.imweb.me/
몽키우드 양재점,인테리어,서울특별시 서초구 양재동 120-8 상희원빌딩,monkeywood@naver.com,미확인,http://monkeywood.co.kr
보노체,케이터링,서울특별시 중구 황학동 2523 아크로타워 지하1층 B105호,bnc9803@naver.com,미확인,http://www.bonoche.com
오앤씨웰푸드,프랜차이즈본사,부산광역시 해운대구 재송동 1208-2 센텀스카이비즈 A동 3711호,syndromeoc1@naver.com,미확인,http://www.syndromeoc.com/
에이원맨파워,인력사무소,서울특별시 금천구 가산동 60-5 갑을그레이트밸리 B동 608호,info@a1man.co.kr,미확인,http://www.a1man.co.kr/
레인보우1872 골프아카데미 동여의도점,골프연습장,서울특별시 영등포구 여의도동 36-2 맨하탄빌딩 4층,ninjakaze71@naver.com,미확인,https://rainbow1872.com/
엘슈가링왁싱 수원인계점,왁싱,경기도 수원시 팔달구 인계동 1119-5 아임위드엘리시아 602호,miltohappy@gmail.com,미확인,https://lsugaring.com
엘슈가링왁싱 수원인계점,왁싱,경기도 수원시 팔달구 인계동 1119-5 아임위드엘리시아 602호,sample@sample.com,미확인,https://lsugaring.com
디엔트런스,리모델링,서울특별시 강남구 논현동 177 3층  4층,official@theentrance.co.kr,미확인,https://www.theentrance.co.kr
코브라독스,프랜차이즈본사,경기도 파주시 탄현면 법흥리 1652-123 1층 주식회사 코브라독스,cobradogskorea@naver.com,미확인,http://www.cobradogskorea.co.kr
지혜로운 필라테스,필라테스,서울특별시 강남구 역삼동 739-1 신홍빌딩 5층 501호,wiselypilates@naver.com,미확인,https://peakpilateskr.com/shop
바른길법무사합동사무소,법무사,서울특별시 강남구 논현동 101-14 8층 삼성당빌딩,brgseoul@brg-law.com,미확인,https://www.brg-law.com
아베끄뚜아 케이터링,케이터링,경기도 김포시 대곶면 약암리 183 1층,428hyun@naver.com,미확인,https://avecmid.com
아베끄뚜아 케이터링,케이터링,경기도 김포시 대곶면 약암리 183 1층,avecmid@naver.com,미확인,https://avecmid.com
푸드캐스팅,케이터링,경기도 김포시 장기동 2008-5 479-에이002호,foodcasting@naver.com,미확인,https://foodcasting.co.kr/
오아로피부과의원 노원본점,피부과,서울특별시 노원구 상계동 292-1 와우쇼핑몰 4층,info@madeinreal.com,미확인,https://oaroskin.com
셈프레,인력사무소,경기도 화성시 병점구 병점동 381-17,sempre11860@naver.com,O,http://semprecare.net/
탑욕실리모델링,욕실리모델링,경기도 안산시 상록구 본오동 714-2 1층 101호,dltmfdl486@naver.com,미확인,http://010-5782-3186.intweb.kr
서울적십자병원장례식장,장례식장,서울특별시 종로구 평동 164,master@rch.or.kr,X,https://www.rch.or.kr/web/rchseoulfn/main
모두한의원 인천구월,한의원,인천광역시 남동구 구월동 1274 남문빌딩 2층,modoo365clinic@naver.com,미확인,https://modoo365clinic.co.kr
메이트럭,케이터링,서울특별시 중랑구 신내동 342-7 1층,mate_luck@naver.com,미확인,https://mateluck.com
팀버핏 합정,크로스핏,서울특별시 마포구 서교동 490 메세나폴리스 B1F,butfitseoul@butfitseoul.com,미확인,https://teambutfit.com/place/28
프레이저 플레이스 센트럴 서울,수영장,서울특별시 중구 순화동 214 프레이저 플레이스 센트럴,reservations.central@frasershospitality.com,X,http://fpcs.co.kr/kr/main
프레이저 플레이스 센트럴 서울,수영장,서울특별시 중구 순화동 214 프레이저 플레이스 센트럴,bsh@picosoft.kr,X,http://fpcs.co.kr/kr/main
펫서바이버,펫호텔,경기도 고양시 덕양구 화전동 714-1,hanws1114@naver.com,X,https://petsurvivor.kr/
베니키아더블리스호텔,리조트,인천광역시 중구 북성동1가 98-533 베니키아더블리스호텔,benikeathebliss@daum.net,X,https://www.benikeathebliss.com
호텔더시스타,리조트,인천광역시 중구 북성동1가 98-326 호텔 더 시스타,seastar0520@gmail.com,X,http://hoteltheseastar.com
